falsified,verified_purchase,sentiment,mean_word_len,num_punctuations,flesch_kincaid_grade,overall_readability_index,total_sentiment,average_review_sentiment
1,0,1,4.545454545454546,20,7.5,10.0,19.0,3.8
1,1,1,4.140625,4,8.1,8.0,12.0,4.0
1,0,1,4.333333333333333,3,7.9,8.0,4.0,4.0
0,1,1,3.7105263157894735,4,13.4,8.0,8.0,8.0
1,0,1,4.133333333333334,5,5.6,6.0,8.0,4.0
0,1,1,4.586206896551723,8,5.4,7.0,7.0,3.5
1,0,1,3.5609756097560976,6,1.4,1.0,10.0,2.5
1,0,1,3.761904761904762,4,23.1,0.0,4.0,4.0
0,1,1,4.242424242424242,8,24.3,0.0,4.0,4.0
1,0,1,3.8571428571428568,5,12.2,5.0,8.0,8.0
1,0,1,4.454545454545454,16,25.5,26.0,8.0,8.0
0,1,1,4.3,4,5.6,6.0,12.0,6.0
0,1,1,4.0740740740740735,7,3.8,5.0,7.0,3.5
1,1,1,4.307692307692308,6,6.1,7.0,16.0,4.0
0,1,1,3.8225806451612905,7,4.6,4.0,11.0,2.75
0,1,1,4.318181818181818,3,4.0,6.0,6.0,3.0
1,0,1,4.212121212121212,16,5.2,6.0,24.0,3.4285714285714284
0,1,1,3.7428571428571433,4,4.2,5.0,6.0,3.0
0,1,1,4.285714285714286,8,10.3,10.0,21.0,21.0
1,0,1,4.051724137931036,9,3.5,4.0,19.0,3.1666666666666665
0,1,1,4.454545454545454,4,2.6,3.0,12.0,4.0
0,1,1,4.220779220779221,13,7.3,7.0,16.0,4.0
0,1,1,5.227272727272728,8,5.0,7.0,10.0,3.333333333333333
0,1,1,4.066666666666666,4,17.3,7.0,9.0,9.0
0,1,1,4.336842105263158,11,5.9,7.0,25.0,4.166666666666667
0,1,1,4.837837837837838,5,3.4,6.0,10.0,2.5
0,1,1,4.9,2,7.2,7.0,6.0,3.0
1,0,1,5.230769230769232,3,6.0,7.0,4.0,2.0
1,0,1,3.925,6,3.8,4.0,15.0,5.0
1,0,1,4.5151515151515165,5,5.2,7.0,11.0,3.6666666666666665
1,1,1,4.0701754385964914,6,6.0,6.0,15.0,5.0
0,1,1,4.574074074074074,8,6.2,7.0,17.0,4.25
1,0,1,6.105263157894738,8,10.7,10.0,2.0,2.0
1,1,1,4.170731707317073,3,3.9,6.0,10.0,3.333333333333333
1,0,1,4.176470588235294,4,4.2,6.0,12.0,4.0
1,1,1,4.130434782608695,2,8.7,9.0,4.0,4.0
1,1,1,3.8372093023255816,8,7.2,8.0,10.0,3.333333333333333
1,0,1,4.573529411764706,13,4.2,6.0,32.0,4.0
0,1,1,4.216666666666667,6,5.6,6.0,12.0,3.0
0,1,1,3.75,2,7.9,8.0,7.0,7.0
0,0,1,4.431818181818182,9,4.0,7.0,17.0,4.25
1,1,1,4.287234042553192,10,8.9,7.0,15.0,3.75
0,1,1,4.230769230769232,2,9.9,12.0,4.0,4.0
0,1,1,4.34375,41,36.0,36.0,14.0,14.0
0,0,1,4.414634146341464,11,16.9,8.0,17.0,8.5
0,1,1,4.4375,6,14.2,9.0,5.0,5.0
1,0,1,4.954545454545454,9,2.6,6.0,9.0,3.0
1,0,1,4.5,10,5.6,6.0,28.0,7.0
1,0,1,3.96875,9,4.8,5.0,12.0,3.0
0,1,1,4.142857142857143,2,3.8,5.0,7.0,3.5
1,0,1,4.230769230769232,3,4.8,6.0,13.0,4.333333333333333
0,0,1,3.8958333333333335,18,8.9,6.0,9.0,2.25
0,1,1,4.733333333333333,3,13.8,9.0,11.0,11.0
1,1,1,4.243902439024391,4,7.7,7.0,8.0,4.0
0,1,1,4.746031746031746,20,13.0,13.0,10.0,5.0
0,1,1,4.055555555555555,7,4.4,4.0,13.0,4.333333333333333
1,0,1,3.6857142857142855,3,4.3,6.0,11.0,3.6666666666666665
0,1,1,4.3589743589743595,5,16.1,8.0,4.0,4.0
0,1,1,4.2,4,19.3,8.0,10.0,10.0
0,1,1,4.611111111111111,1,9.1,9.0,4.0,4.0
0,1,1,4.407407407407407,3,5.0,7.0,10.0,5.0
1,0,1,4.904761904761905,5,1.8,2.0,14.0,3.5
0,1,1,4.5,1,7.6,12.0,3.0,3.0
0,1,1,3.7142857142857135,5,0.3,1.0,14.0,3.5
0,1,1,4.03125,4,12.2,0.0,8.0,8.0
0,1,1,5.3,8,12.3,12.0,14.0,14.0
0,1,1,4.695652173913044,4,-0.4,4.0,16.0,4.0
1,0,1,4.647058823529412,3,5.3,6.0,12.0,4.0
1,0,1,5.441176470588236,4,7.7,8.0,12.0,4.0
1,0,1,4.780487804878049,3,16.9,11.0,6.0,6.0
0,1,1,3.9047619047619047,0,6.8,7.0,4.0,4.0
1,0,1,4.2,7,3.3,5.0,23.0,3.8333333333333335
0,1,1,4.518518518518519,4,7.2,7.0,11.0,5.5
0,1,1,4.451612903225806,5,13.0,13.0,4.0,4.0
0,0,1,4.549019607843137,8,22.0,10.0,20.0,20.0
1,0,1,3.9642857142857135,1,9.5,6.0,3.0,3.0
0,1,1,5.133333333333334,13,8.0,8.0,4.0,2.0
1,1,1,4.393939393939394,10,4.0,6.0,25.0,4.166666666666667
1,1,1,3.971428571428572,3,6.6,7.0,8.0,4.0
0,1,1,4.233333333333333,4,12.2,8.0,6.0,6.0
1,0,1,4.151515151515151,15,5.2,6.0,25.0,3.571428571428572
0,1,1,4.5,2,9.5,11.0,7.0,7.0
0,1,1,3.8571428571428568,3,6.8,7.0,10.0,10.0
1,1,1,4.033333333333333,4,2.5,4.0,11.0,3.6666666666666665
0,1,1,4.15686274509804,4,9.7,7.0,6.0,3.0
0,1,1,4.378378378378378,2,8.1,8.0,5.0,2.5
0,1,1,4.8,3,6.0,8.0,7.0,3.5
1,0,1,3.901960784313725,5,5.2,6.0,13.0,4.333333333333333
0,1,1,3.685185185185185,4,4.4,5.0,10.0,3.333333333333333
1,1,1,4.76,7,5.8,7.0,20.0,5.0
0,1,1,3.9655172413793114,7,2.4,3.0,10.0,3.333333333333333
0,1,1,5.3125,3,9.5,10.0,4.0,4.0
0,1,1,4.85,3,11.1,12.0,8.0,8.0
1,1,1,4.6,4,10.7,9.0,4.0,4.0
1,0,1,3.8571428571428568,6,11.8,12.0,12.0,6.0
0,1,1,4.0,3,8.3,8.0,6.0,6.0
1,1,1,4.338028169014085,9,14.8,15.0,12.0,6.0
1,0,1,4.789473684210527,9,5.4,7.0,32.0,6.4
1,0,1,4.526315789473684,4,7.0,7.0,14.0,3.5
0,1,1,3.5769230769230766,3,2.5,6.0,6.0,3.0
0,0,1,4.366666666666666,13,34.9,9.0,14.0,14.0
0,1,1,4.8395061728395055,24,31.3,0.0,6.0,6.0
0,1,1,4.346153846153847,5,3.1,4.0,10.0,3.333333333333333
0,1,1,6.1764705882352935,10,13.1,13.0,8.0,8.0
1,0,1,4.1842105263157885,4,5.9,7.0,12.0,4.0
1,0,1,3.738095238095238,6,6.8,7.0,6.0,3.0
0,1,1,3.72,1,8.3,9.0,2.0,2.0
1,0,1,3.772727272727273,6,2.9,3.0,16.0,4.0
0,1,1,3.8904109589041096,5,4.3,5.0,14.0,2.8
1,0,1,4.840909090909091,8,5.5,6.0,18.0,3.6
0,1,1,3.4782608695652173,3,1.9,1.0,7.0,3.5
1,0,1,4.536585365853658,5,5.1,7.0,11.0,3.6666666666666665
1,0,1,4.608695652173913,4,5.1,9.0,13.0,4.333333333333333
0,1,1,5.15,3,11.1,12.0,11.0,11.0
1,0,1,3.8163265306122454,7,6.9,6.0,6.0,3.0
1,0,1,4.173076923076923,9,6.5,7.0,14.0,4.666666666666667
1,1,1,4.565217391304348,7,4.2,6.0,11.0,2.75
1,1,1,5.25925925925926,5,6.8,8.0,11.0,3.6666666666666665
0,1,1,4.066666666666666,4,1.3,5.0,15.0,5.0
1,0,1,4.297297297297297,6,4.5,5.0,9.0,3.0
0,1,1,4.288888888888889,7,4.4,8.0,10.0,3.333333333333333
1,0,1,3.5869565217391304,6,3.4,7.0,22.0,3.6666666666666665
0,0,1,4.9444444444444455,4,9.1,9.0,12.0,12.0
1,0,1,3.954545454545455,4,5.5,9.0,10.0,3.333333333333333
1,0,1,3.967741935483871,4,3.8,4.0,8.0,2.6666666666666665
1,0,1,4.066666666666666,5,3.7,4.0,13.0,4.333333333333333
1,0,1,3.8235294117647056,8,2.5,5.0,14.0,2.8
0,1,1,4.54054054054054,10,16.3,19.0,11.0,5.5
0,1,1,5.416666666666668,7,10.3,13.0,11.0,5.5
1,0,1,4.552631578947368,6,4.7,7.0,8.0,2.6666666666666665
0,1,1,4.3,4,3.5,4.0,16.0,5.333333333333333
1,0,1,5.384615384615384,4,11.2,13.0,11.0,3.6666666666666665
0,0,1,4.2,5,6.9,7.0,11.0,3.6666666666666665
0,1,1,3.814814814814815,7,7.5,6.0,10.0,10.0
1,0,1,4.0227272727272725,6,8.3,9.0,6.0,3.0
0,1,1,5.24,10,2.9,6.0,17.0,3.4
0,0,1,4.2696629213483135,14,11.3,14.0,14.0,4.666666666666667
0,1,1,4.318181818181818,3,10.7,11.0,6.0,6.0
0,1,1,4.311475409836065,8,5.7,6.0,11.0,2.75
0,1,1,4.39240506329114,10,4.9,7.0,16.0,2.6666666666666665
0,1,1,4.314285714285714,10,28.2,0.0,17.0,17.0
0,1,1,4.217391304347826,2,4.2,5.0,7.0,3.5
1,0,1,3.645161290322581,3,4.6,5.0,7.0,3.5
0,1,1,4.1,0,7.6,8.0,4.0,4.0
0,1,1,4.333333333333333,10,15.0,7.0,10.0,10.0
1,1,1,4.1891891891891895,4,14.2,7.0,10.0,10.0
1,0,1,4.55,3,8.7,9.0,12.0,12.0
1,0,1,4.366197183098592,16,4.4,4.0,27.0,3.375
1,0,1,4.0,5,3.8,6.0,14.0,3.5
1,0,1,4.288888888888889,4,8.5,7.0,10.0,5.0
0,1,1,4.196428571428571,11,4.1,6.0,16.0,3.2
0,1,1,4.25,3,2.5,4.0,5.0,2.5
1,0,1,4.689655172413794,4,2.6,3.0,13.0,3.25
1,0,1,3.8961038961038965,12,5.7,6.0,20.0,4.0
0,1,1,3.0909090909090913,2,3.8,0.0,9.0,4.5
0,1,1,4.083333333333333,4,10.7,11.0,4.0,4.0
0,1,1,4.773333333333333,13,7.1,7.0,12.0,3.0
1,0,1,4.307692307692308,3,4.8,6.0,6.0,3.0
1,0,1,4.363636363636363,15,7.4,7.0,28.0,4.666666666666667
1,1,1,5.0,2,9.9,11.0,9.0,9.0
0,1,1,4.288888888888889,27,8.4,6.0,28.0,7.0
0,1,1,4.0566037735849045,7,6.7,7.0,10.0,3.333333333333333
1,1,1,4.755555555555556,11,5.3,7.0,10.0,2.5
0,1,1,4.666666666666667,1,6.8,7.0,2.0,2.0
0,1,1,4.190476190476192,5,1.3,5.0,10.0,3.333333333333333
1,0,1,4.044444444444443,7,4.2,5.0,13.0,3.25
1,0,1,3.7857142857142856,2,8.3,6.0,4.0,4.0
1,0,1,4.227272727272728,10,5.2,5.0,17.0,4.25
0,1,1,4.55,3,8.7,9.0,8.0,8.0
1,0,1,4.375,3,11.5,12.0,4.0,2.0
0,1,1,4.268656716417911,11,6.3,7.0,12.0,3.0
1,0,1,4.424242424242424,7,4.0,6.0,10.0,3.333333333333333
0,1,1,4.25,2,6.0,6.0,7.0,3.5
0,1,1,4.083333333333333,2,9.1,10.0,8.0,8.0
0,1,1,4.0,10,2.4,5.0,22.0,2.75
1,0,1,4.163265306122448,20,4.7,6.0,21.0,3.5
1,0,1,4.3243243243243255,10,3.4,4.0,18.0,4.5
0,1,1,4.45,3,4.8,5.0,6.0,3.0
1,0,1,4.378378378378378,4,5.7,7.0,8.0,2.6666666666666665
1,0,1,4.344827586206897,4,2.4,4.0,13.0,4.333333333333333
1,0,1,4.0606060606060606,12,3.7,4.0,21.0,4.2
1,0,1,4.223529411764706,8,6.4,7.0,16.0,3.2
1,1,1,4.088888888888889,12,5.6,6.0,22.0,3.6666666666666665
1,1,1,4.204081632653061,9,3.5,4.0,18.0,3.6
0,1,1,4.904761904761905,6,10.3,10.0,9.0,9.0
1,0,1,4.742424242424242,12,8.5,9.0,13.0,3.25
1,0,1,4.526315789473684,11,14.6,8.0,11.0,11.0
1,0,1,4.46875,4,7.2,8.0,8.0,4.0
1,1,1,4.535714285714286,6,7.6,8.0,11.0,5.5
1,0,1,4.288888888888889,4,9.7,10.0,6.0,3.0
1,0,1,5.181818181818182,6,8.5,9.0,7.0,3.5
1,1,1,4.3243243243243255,6,3.4,6.0,11.0,3.6666666666666665
0,1,1,4.655172413793104,4,12.2,10.0,14.0,14.0
0,1,1,4.242424242424242,3,15.0,15.0,8.0,8.0
1,1,1,4.069444444444445,6,9.1,10.0,10.0,3.333333333333333
1,1,1,4.454545454545454,5,5.5,6.0,18.0,3.6
0,1,1,4.380952380952381,2,7.9,8.0,6.0,6.0
1,0,1,4.84,5,5.8,7.0,8.0,4.0
0,1,1,4.62962962962963,7,2.7,7.0,8.0,4.0
1,0,1,4.493150684931507,15,4.5,6.0,26.0,4.333333333333333
1,0,1,4.6190476190476195,4,6.0,6.0,11.0,3.6666666666666665
1,1,1,4.409090909090909,4,6.7,7.0,11.0,3.6666666666666665
0,1,1,4.45,5,6.4,8.0,11.0,11.0
0,1,1,4.862068965517241,3,5.9,6.0,12.0,4.0
0,1,1,3.7931034482758617,5,9.9,10.0,6.0,3.0
1,0,1,4.486111111111111,10,3.3,4.0,27.0,3.375
0,1,1,4.397590361445784,16,6.2,6.0,22.0,4.4
0,1,1,4.975609756097562,6,18.1,12.0,8.0,8.0
1,0,1,3.794117647058824,2,5.2,5.0,8.0,4.0
1,1,1,4.5694444444444455,5,6.5,7.0,16.0,3.2
1,0,1,4.604651162790699,5,17.7,18.0,18.0,18.0
0,1,1,4.838709677419356,8,4.0,7.0,12.0,3.0
1,0,1,4.066666666666666,5,3.3,4.0,16.0,3.2
0,1,1,4.542857142857144,5,14.2,10.0,6.0,6.0
1,1,1,4.350877192982456,8,4.2,6.0,17.0,3.4
1,1,1,3.814814814814815,8,2.1,4.0,20.0,3.333333333333333
0,1,1,4.802469135802468,12,32.5,11.0,4.0,4.0
0,0,1,4.3125,15,6.0,8.0,18.0,3.0
1,1,1,4.757575757575758,4,5.3,5.0,15.0,3.75
1,1,1,3.90625,6,13.4,13.0,9.0,9.0
1,1,1,3.8695652173913038,4,8.7,9.0,9.0,4.5
0,1,1,4.7368421052631575,10,9.5,10.0,13.0,6.5
1,0,1,4.149253731343284,4,6.3,7.0,12.0,3.0
0,1,1,4.448275862068964,5,4.2,7.0,9.0,4.5
1,0,1,4.333333333333333,6,2.7,3.0,16.0,4.0
0,1,1,4.303030303030303,6,13.8,14.0,16.0,16.0
1,1,1,4.4901960784313735,5,4.9,5.0,19.0,3.8
1,1,1,4.487179487179487,5,6.0,7.0,9.0,3.0
1,0,1,4.138888888888889,14,5.4,6.0,19.0,3.8
0,1,1,5.035714285714286,5,8.8,10.0,7.0,3.5
0,1,1,3.9791666666666665,5,3.6,5.0,10.0,3.333333333333333
1,0,1,4.206896551724138,5,22.4,8.0,18.0,18.0
1,0,1,3.7575757575757582,2,12.6,13.0,11.0,11.0
0,1,1,4.672131147540983,9,5.7,7.0,15.0,3.0
1,1,1,3.4776119402985075,7,23.9,24.0,2.0,2.0
0,0,1,4.0625,10,7.2,6.0,14.0,2.8
1,1,1,4.064516129032258,1,10.7,7.0,4.0,4.0
0,1,1,4.282608695652174,6,17.7,18.0,9.0,9.0
0,1,1,5.294117647058823,7,9.9,10.0,11.0,11.0
0,1,1,4.085714285714285,8,0.8,4.0,16.0,4.0
1,0,1,4.617021276595745,8,10.1,9.0,23.0,11.5
1,0,1,4.333333333333333,3,8.0,8.0,12.0,4.0
0,1,1,4.243902439024391,4,7.7,7.0,7.0,3.5
0,1,1,4.066666666666666,6,17.3,20.0,16.0,16.0
0,1,1,4.8,8,3.8,4.0,12.0,3.0
1,0,1,3.966666666666667,5,4.4,5.0,11.0,5.5
1,1,1,3.950819672131148,5,4.5,5.0,15.0,3.75
1,0,1,4.614285714285714,21,25.5,26.0,7.0,7.0
0,1,1,4.044444444444443,4,7.3,6.0,7.0,3.5
0,1,1,4.172413793103448,4,12.2,13.0,7.0,7.0
0,1,1,4.542553191489362,12,7.1,8.0,16.0,2.6666666666666665
1,0,1,4.290909090909091,12,5.1,6.0,13.0,3.25
0,1,1,3.7118644067796613,9,6.3,6.0,16.0,5.333333333333333
1,0,1,4.038461538461538,4,4.8,5.0,11.0,2.75
1,1,1,4.418181818181818,6,6.9,7.0,11.0,3.6666666666666665
1,0,1,3.970149253731343,9,7.3,8.0,14.0,4.666666666666667
1,0,1,5.4,2,7.2,9.0,7.0,3.5
0,1,1,4.578947368421051,4,10.7,10.0,12.0,12.0
0,1,1,4.217391304347826,4,3.1,5.0,7.0,3.5
0,1,1,5.222222222222221,6,11.5,12.0,3.0,3.0
0,1,1,4.394736842105264,9,6.9,7.0,24.0,4.8
1,0,1,5.088888888888889,11,6.8,10.0,16.0,5.333333333333333
1,0,1,4.306666666666667,8,8.3,8.0,15.0,3.75
1,0,1,3.634146341463415,7,15.7,16.0,12.0,12.0
0,1,1,3.583333333333333,3,6.8,7.0,6.0,6.0
1,0,1,4.82258064516129,7,6.9,8.0,22.0,4.4
1,1,1,4.212121212121212,3,4.0,6.0,8.0,2.6666666666666665
0,1,1,4.294117647058823,14,6.3,9.0,16.0,3.2
1,0,1,5.328125,19,9.3,12.0,18.0,3.6
0,1,1,4.727272727272728,3,7.4,10.0,7.0,3.5
0,1,1,3.7916666666666665,4,3.3,3.0,13.0,6.5
0,1,1,3.9166666666666665,3,23.2,0.0,6.0,6.0
1,0,1,3.88,3,3.4,4.0,6.0,3.0
0,1,1,4.2,8,13.4,16.0,2.0,2.0
1,0,1,4.103448275862069,5,6.1,7.0,8.0,2.6666666666666665
1,1,1,4.144736842105264,8,14.6,18.0,8.0,4.0
0,1,1,4.351351351351353,2,9.3,9.0,7.0,3.5
1,0,1,4.581818181818182,12,22.4,9.0,6.0,6.0
0,1,1,3.872340425531915,10,5.9,6.0,19.0,3.1666666666666665
0,1,1,4.16,6,19.3,8.0,12.0,12.0
0,1,1,4.357142857142857,2,11.8,12.0,6.0,6.0
0,1,1,4.359375,13,27.1,0.0,12.0,12.0
1,1,1,4.076923076923077,3,9.9,7.0,4.0,4.0
0,0,1,5.2,4,5.9,7.0,12.0,4.0
0,1,1,4.6,5,3.7,7.0,10.0,2.5
0,1,1,5.0,4,10.7,11.0,2.0,2.0
0,1,1,4.688888888888889,5,6.8,9.0,10.0,3.333333333333333
0,0,1,3.7073170731707314,3,6.6,7.0,11.0,5.5
0,1,1,5.0,2,9.7,9.0,6.0,3.0
0,0,1,4.45,2,4.8,5.0,8.0,4.0
1,0,1,5.117647058823528,0,7.6,8.0,5.0,5.0
0,1,1,4.3157894736842115,7,3.5,5.0,11.0,2.75
1,0,1,4.391891891891892,8,14.2,0.0,8.0,4.0
1,0,1,4.719298245614035,11,3.5,6.0,20.0,3.333333333333333
0,1,1,3.9863013698630136,15,27.0,27.0,2.0,2.0
0,1,1,3.95774647887324,10,5.5,6.0,14.0,3.5
1,0,1,3.8875,7,4.8,5.0,15.0,3.0
0,1,1,3.9583333333333335,2,2.9,3.0,12.0,4.0
0,1,1,4.775510204081633,22,6.9,7.0,22.0,2.75
1,1,1,3.928571428571429,4,4.0,4.0,12.0,4.0
0,1,1,5.636363636363638,4,11.9,14.0,17.0,17.0
0,1,1,4.142857142857143,4,5.2,6.0,12.0,6.0
0,1,1,4.956521739130435,21,5.9,6.0,28.0,4.0
0,0,1,5.057471264367816,9,20.3,21.0,22.0,11.0
1,0,1,4.857142857142857,6,5.6,9.0,16.0,5.333333333333333
0,1,1,4.1466666666666665,4,5.9,6.0,13.0,3.25
1,1,1,4.942857142857143,5,8.9,11.0,5.0,2.5
0,1,1,3.9166666666666665,6,26.7,12.0,12.0,12.0
0,1,1,4.0618556701030935,16,4.5,6.0,26.0,3.25
1,0,1,4.275,10,6.4,9.0,8.0,4.0
1,0,1,4.793103448275862,6,5.9,6.0,12.0,4.0
1,0,1,4.536585365853658,3,16.9,9.0,2.0,2.0
1,0,1,4.230769230769232,5,4.8,5.0,8.0,2.6666666666666665
1,1,1,4.4727272727272736,7,7.5,8.0,13.0,3.25
1,1,1,4.354838709677419,4,4.0,4.0,14.0,3.5
1,0,1,4.611111111111111,6,4.4,7.0,16.0,4.0
0,1,1,4.333333333333333,2,6.2,7.0,6.0,3.0
0,1,1,4.55,4,7.6,8.0,10.0,10.0
1,1,1,4.25,4,0.5,2.0,15.0,3.75
0,1,1,4.458333333333333,1,10.3,9.0,4.0,4.0
0,1,1,3.838709677419355,7,4.6,5.0,11.0,5.5
1,1,1,4.542168674698795,14,33.3,0.0,10.0,10.0
1,0,1,4.18,4,6.3,7.0,11.0,3.6666666666666665
1,1,1,5.024390243902438,5,6.3,7.0,18.0,6.0
1,1,1,4.947368421052632,11,4.4,8.0,16.0,8.0
1,0,1,4.85,8,6.0,6.0,15.0,7.5
1,0,1,4.802816901408451,12,9.1,8.0,17.0,4.25
1,1,1,4.3243243243243255,8,15.0,18.0,8.0,8.0
0,1,1,3.9166666666666665,5,3.1,4.0,8.0,4.0
1,0,1,4.2727272727272725,6,6.0,6.0,7.0,3.5
1,1,1,5.0,6,9.1,12.0,4.0,4.0
1,0,1,6.186440677966102,8,13.8,12.0,17.0,4.25
0,1,1,3.655172413793104,2,4.2,3.0,8.0,4.0
0,1,1,3.32,4,7.1,7.0,12.0,12.0
0,1,1,4.108108108108108,6,7.0,7.0,15.0,7.5
1,0,1,4.28,8,6.3,8.0,9.0,3.0
1,1,1,4.526315789473684,3,2.3,5.0,8.0,4.0
1,0,1,4.357142857142857,8,9.5,7.0,5.0,5.0
1,0,1,4.3442622950819665,7,8.8,9.0,7.0,2.333333333333333
0,1,1,4.114285714285714,4,13.4,7.0,8.0,8.0
1,0,1,3.888888888888889,7,0.2,1.0,17.0,3.4
1,1,1,4.4,3,5.8,7.0,8.0,4.0
0,1,1,4.5769230769230775,2,7.2,8.0,9.0,4.5
0,1,1,5.090909090909091,3,5.0,9.0,12.0,4.0
0,1,1,3.644444444444445,8,2.1,4.0,17.0,3.4
1,0,1,3.431372549019608,6,3.6,6.0,18.0,4.5
1,0,1,3.5428571428571427,8,4.2,8.0,14.0,3.5
0,1,1,4.204081632653061,8,17.7,18.0,11.0,11.0
0,1,1,4.4605263157894735,6,5.9,7.0,17.0,2.833333333333333
1,0,1,4.482758620689656,5,7.1,7.0,7.0,2.333333333333333
0,1,1,4.5,3,5.2,7.0,12.0,4.0
1,0,1,4.181818181818182,9,12.6,7.0,16.0,8.0
0,1,1,4.309523809523808,6,3.8,6.0,12.0,3.0
1,0,1,4.46875,8,6.0,8.0,16.0,4.0
1,1,1,4.53030303030303,11,6.1,7.0,21.0,4.2
1,0,1,4.642857142857143,2,7.6,8.0,6.0,3.0
1,0,1,4.105263157894736,3,3.5,6.0,8.0,2.6666666666666665
0,1,1,4.660714285714286,6,7.6,8.0,9.0,2.25
0,1,1,4.363636363636363,14,9.4,12.0,15.0,3.75
0,1,1,4.727272727272728,5,5.0,5.0,12.0,4.0
1,0,1,4.045454545454546,6,1.9,2.0,15.0,3.75
0,1,1,5.578947368421051,5,13.1,14.0,6.0,6.0
1,1,1,4.25,8,2.9,3.0,27.0,3.8571428571428568
0,1,1,4.5,9,2.5,5.0,4.0,2.0
0,1,1,5.230769230769232,5,15.8,16.0,14.0,14.0
1,0,1,4.186046511627906,7,5.3,6.0,9.0,3.0
1,0,1,3.648148148148149,7,2.7,3.0,14.0,3.5
1,1,1,4.476190476190476,7,1.3,3.0,11.0,3.6666666666666665
1,0,1,4.397590361445784,12,4.4,6.0,25.0,3.571428571428572
1,0,1,6.0,7,9.4,12.0,11.0,3.6666666666666665
0,1,1,4.689655172413794,5,3.8,4.0,15.0,3.75
1,1,1,4.9523809523809526,3,4.8,8.0,13.0,4.333333333333333
1,0,1,3.8305084745762716,5,10.9,12.0,10.0,5.0
1,1,1,4.027027027027027,5,14.2,0.0,4.0,2.0
0,1,1,5.0,6,11.5,12.0,9.0,9.0
1,0,1,4.073170731707316,4,5.1,7.0,9.0,3.0
0,1,1,3.8181818181818175,3,2.9,3.0,7.0,3.5
0,1,1,4.333333333333333,14,6.0,8.0,24.0,4.0
0,1,1,3.9428571428571435,4,13.4,6.0,13.0,13.0
0,1,1,4.409090909090909,2,8.3,8.0,6.0,6.0
1,0,1,4.538461538461538,9,3.0,3.0,18.0,3.6
1,1,1,5.230769230769232,12,15.4,17.0,7.0,7.0
1,1,1,3.886363636363636,3,4.3,5.0,8.0,2.6666666666666665
0,1,1,4.073170731707316,3,2.7,6.0,10.0,3.333333333333333
1,0,1,4.454545454545454,5,15.7,9.0,4.0,4.0
1,1,1,4.170212765957447,9,2.2,5.0,19.0,3.8
1,1,1,4.26,6,3.7,4.0,17.0,3.4
1,0,1,3.978021978021978,14,5.7,6.0,20.0,3.333333333333333
1,0,1,4.551724137931036,4,6.6,8.0,8.0,4.0
1,0,1,5.319148936170213,9,5.2,10.0,22.0,3.6666666666666665
0,1,1,4.356164383561644,6,5.4,7.0,17.0,3.4
0,1,1,3.8181818181818175,4,2.9,3.0,8.0,2.6666666666666665
1,1,1,4.387096774193549,2,7.0,7.0,6.0,3.0
0,1,1,4.031746031746032,10,24.3,0.0,18.0,18.0
0,1,1,3.933333333333333,3,11.5,12.0,12.0,12.0
1,0,1,4.182926829268292,9,5.1,6.0,18.0,3.0
0,1,1,4.609375,11,8.3,9.0,13.0,3.25
1,0,1,3.507936507936508,6,1.5,2.0,19.0,3.1666666666666665
1,0,1,4.088235294117647,6,13.0,13.0,9.0,9.0
1,1,1,4.161290322580645,3,11.8,14.0,4.0,4.0
0,1,1,4.0540540540540535,12,5.5,8.0,14.0,2.8
0,1,1,4.346153846153847,2,2.0,5.0,12.0,4.0
1,0,1,4.132075471698113,7,3.2,7.0,27.0,4.5
1,1,1,4.3617021276595755,12,4.4,6.0,15.0,3.75
0,1,1,3.463414634146341,5,14.6,15.0,8.0,8.0
1,1,1,4.438202247191012,15,5.9,7.0,26.0,3.7142857142857135
0,1,1,4.592592592592593,8,11.5,14.0,14.0,14.0
0,1,1,4.052631578947368,7,3.5,4.0,16.0,4.0
0,1,1,4.782608695652174,6,2.8,7.0,9.0,3.0
0,1,1,4.476190476190476,6,2.9,6.0,17.0,4.25
1,1,1,4.3478260869565215,2,5.4,6.0,8.0,4.0
0,1,1,4.326086956521738,17,3.7,5.0,30.0,3.333333333333333
1,0,1,4.0740740740740735,3,6.2,5.0,12.0,6.0
0,1,1,3.838709677419355,5,2.6,3.0,10.0,3.333333333333333
1,1,1,3.84375,4,2.7,5.0,11.0,3.6666666666666665
0,0,1,5.132653061224491,17,11.7,12.0,14.0,3.5
1,0,1,4.0540540540540535,9,15.4,16.0,16.0,8.0
0,0,1,3.7708333333333335,5,4.8,7.0,10.0,3.333333333333333
1,0,1,4.113207547169812,3,6.5,7.0,12.0,4.0
0,1,1,4.926829268292684,6,18.1,19.0,4.0,4.0
1,1,1,4.260869565217392,3,3.1,5.0,6.0,3.0
0,1,1,4.357142857142857,9,10.7,11.0,7.0,3.5
0,1,1,4.05,6,3.7,4.0,13.0,3.25
0,1,1,4.634615384615385,9,20.0,20.0,13.0,13.0
0,1,1,4.721311475409836,7,25.9,10.0,10.0,10.0
1,0,1,4.035714285714286,5,2.2,6.0,8.0,2.6666666666666665
0,1,1,4.394736842105264,6,14.6,8.0,6.0,6.0
0,1,1,4.057142857142857,5,2.0,5.0,8.0,2.6666666666666665
0,1,1,4.416666666666667,2,6.8,7.0,8.0,4.0
0,1,1,4.15,2,2.5,5.0,7.0,3.5
